row,col,accum_cells,upstream_km2,offset_m
12,3340,235512.0,211.96,19.0
13,3339,235506.0,211.96,15.0
14,3338,235496.0,211.95,10.9
15,3338,235471.0,211.92,30.0
16,3337,235469.0,211.92,26.0
17,3331,235359.0,211.82,72.9
17,3332,235367.0,211.83,70.6
17,3337,235466.0,211.92,45.1
18,3084,19195.0,17.28,222.5
18,3331,235344.0,211.81,42.9
18,3333,235372.0,211.83,28.4
18,3334,235376.0,211.84,5.2
18,3335,235378.0,211.84,17.9
18,3336,235440.0,211.9,41.0
19,3083,19192.0,17.27,193.2
19,3085,19199.0,17.28,191.8
19,3330,235341.0,211.81,13.7
20,3082,18563.0,16.71,163.9
20,3086,19207.0,17.29,161.0
20,3329,235296.0,211.77,15.6
21,2974,48848.0,43.96,207.2
21,3081,18561.0,16.7,134.6
21,3087,19212.0,17.29,130.3
21,3088,19223.0,17.3,129.6
21,3311,233440.0,210.1,32.4
21,3312,233443.0,210.1,33.1
21,3313,233456.0,210.11,33.8
21,3316,233488.0,210.14,36.0
21,3317,233495.0,210.15,36.8
21,3318,233497.0,210.15,37.5
21,3319,233500.0,210.15,38.2
21,3329,235291.0,211.76,45.6
22,2974,48828.0,43.95,226.3
22,3081,18558.0,16.7,104.6
22,3089,19232.0,17.31,98.9
22,3310,233416.0,210.07,61.6
22,3314,233458.0,210.11,64.6
22,3315,233480.0,210.13,65.3
22,3320,233509.0,210.16,69.0
22,3327,235280.0,211.75,74.1
22,3328,235286.0,211.76,74.8
23,2974,48825.0,43.94,245.5
23,3081,18552.0,16.7,74.7
23,3090,19268.0,17.34,68.2
23,3309,233402.0,210.06,90.9
23,3321,233539.0,210.19,99.7
23,3322,233547.0,210.19,100.4
23,3323,233548.0,210.19,101.2
23,3324,233551.0,210.2,101.9
23,3325,235261.0,211.73,102.6
23,3326,235273.0,211.75,103.4
24,2974,48820.0,43.94,264.6
24,3081,18542.0,16.69,44.7
24,3091,19280.0,17.35,37.5
24,3308,233370.0,210.03,120.1
25,2972,47438.0,42.69,237.5
25,2973,48805.0,43.92,260.6
25,3081,18535.0,16.68,14.7
25,3092,19306.0,17.38,6.8
25,3308,233365.0,210.03,150.1
26,2970,47421.0,42.68,210.3
26,2971,47432.0,42.69,233.5
26,3081,18524.0,16.67,15.3
26,3093,19320.0,17.39,6.0
26,3094,19332.0,17.4,16.2
26,3307,233359.0,210.02,179.4
27,2964,47378.0,42.64,90.8
27,2965,47387.0,42.65,113.9
27,2966,47395.0,42.66,137.0
27,2967,47402.0,42.66,160.1
27,2968,47404.0,42.66,183.2
27,2969,47412.0,42.67,206.4
27,3081,18510.0,16.66,45.3
27,3095,19356.0,17.42,18.2
27,3306,233348.0,210.01,208.6
28,2962,47364.0,42.63,63.7
28,2963,47372.0,42.63,86.8
28,3080,18500.0,16.65,65.9
28,3096,19373.0,17.44,20.1
28,3306,233333.0,210.0,238.6
29,2960,47349.0,42.61,36.6
29,2961,47353.0,42.62,59.7
29,3080,18494.0,16.64,85.0
29,3097,19380.0,17.44,22.1
29,3287,232778.0,209.5,254.7
29,3288,232781.0,209.5,255.4
29,3289,232782.0,209.5,256.1
29,3290,232830.0,209.55,256.9
29,3291,232840.0,209.56,257.6
29,3292,232854.0,209.57,258.3
29,3293,232855.0,209.57,259.1
29,3294,232862.0,209.58,259.8
29,3295,232870.0,209.58,260.5
29,3296,232873.0,209.59,261.3
29,3304,233082.0,209.77,267.2
29,3305,233090.0,209.78,267.9
30,2959,47332.0,42.6,48.5
30,3079,18486.0,16.64,81.0
30,3098,19396.0,17.46,24.1
30,3286,232772.0,209.49,283.9
30,3297,233028.0,209.73,292.0
30,3298,233047.0,209.74,292.7
30,3299,233053.0,209.75,293.5
30,3300,233058.0,209.75,294.2
30,3301,233060.0,209.75,294.9
30,3302,233071.0,209.76,295.7
30,3303,233076.0,209.77,296.4
31,2958,47317.0,42.59,83.2
31,3077,18469.0,16.62,53.9
31,3078,18475.0,16.63,77.0
31,3099,19519.0,17.57,26.1
31,3282,230010.0,207.01,311.0
31,3283,232750.0,209.48,311.7
31,3284,232765.0,209.49,312.4
31,3285,232767.0,209.49,313.2
32,2825,26156.0,23.54,14.6
32,2826,26189.0,23.57,5.5
32,2827,26195.0,23.58,27.7
32,2828,26212.0,23.59,49.9
32,2829,26240.0,23.62,72.1
32,2934,30539.0,27.49,104.6
32,2935,30543.0,27.49,122.8
32,2957,47303.0,42.57,122.9
32,3075,18450.0,16.6,26.7
32,3076,18454.0,16.61,49.9
32,3100,19526.0,17.57,28.1
32,3281,229988.0,206.99,340.2
33,2820,26094.0,23.48,41.1
33,2821,26132.0,23.52,41.8
33,2822,26136.0,23.52,42.5
33,2823,26139.0,23.53,43.2
33,2824,26142.0,23.53,43.9
33,2830,26250.0,23.62,74.1
33,2930,30508.0,27.46,118.0
33,2931,30509.0,27.46,118.7
33,2932,30513.0,27.46,119.4
33,2933,30523.0,27.47,122.0
33,2936,30558.0,27.5,165.2
33,2937,30561.0,27.5,187.1
33,2956,47297.0,42.57,164.0
33,3074,18439.0,16.6,22.7
33,3101,19538.0,17.58,30.0
33,3279,229981.0,206.98,368.8
33,3280,229984.0,206.99,369.5
34,2789,25537.0,22.98,49.6
34,2790,25557.0,23.0,50.3
34,2791,25570.0,23.01,51.0
34,2792,25578.0,23.02,51.7
34,2793,25607.0,23.05,52.4
34,2794,25615.0,23.05,53.1
34,2795,25626.0,23.06,53.8
34,2796,25631.0,23.07,54.4
34,2814,26025.0,23.42,66.9
34,2815,26041.0,23.44,67.6
34,2816,26062.0,23.46,68.3
34,2817,26070.0,23.46,69.0
34,2818,26073.0,23.47,69.7
34,2819,26076.0,23.47,70.4
34,2831,26282.0,23.65,76.1
34,2928,30155.0,27.14,146.6
34,2929,30483.0,27.43,147.3
34,2938,30575.0,27.52,229.4
34,2955,47277.0,42.55,205.6
34,3073,18426.0,16.58,18.7
34,3102,19548.0,17.59,32.0
34,3278,229962.0,206.97,398.0
35,2367,12784.0,11.51,118.3
35,2785,25465.0,22.92,76.8
35,2786,25506.0,22.96,77.5
35,2787,25522.0,22.97,78.2
35,2788,25529.0,22.98,78.9
35,2797,25652.0,23.09,85.1
35,2798,25662.0,23.1,85.8
35,2799,25664.0,23.1,86.5
35,2811,25951.0,23.36,94.8
35,2812,25979.0,23.38,95.5
35,2813,25985.0,23.39,96.2
35,2831,26288.0,23.66,55.9
35,2926,30143.0,27.13,175.2
35,2927,30150.0,27.14,175.9
35,2939,30589.0,27.53,271.7
35,2940,30593.0,27.53,294.7
35,2953,47200.0,42.48,266.5
35,2954,47210.0,42.49,247.5
35,3073,18415.0,16.57,37.8
35,3102,19565.0,17.61,11.8
35,3277,229948.0,206.95,427.3
35,3278,229958.0,206.96,428.0
36,2367,12753.0,11.48,128.8
36,2783,25430.0,22.89,105.4
36,2784,25448.0,22.9,106.1
36,2800,25674.0,23.11,117.2
36,2801,25690.0,23.12,117.9
36,2802,25697.0,23.13,118.6
36,2803,25701.0,23.13,119.3
36,2807,25792.0,23.21,122.1
36,2808,25808.0,23.23,122.7
36,2809,25936.0,23.34,123.4
36,2810,25941.0,23.35,124.1
36,2831,26293.0,23.66,35.8
36,2923,30051.0,27.05,203.1
36,2924,30055.0,27.05,203.8
36,2925,30062.0,27.06,204.5
36,2941,30618.0,27.56,337.0
36,2942,30621.0,27.56,360.1
36,2952,47191.0,42.47,308.8
36,3072,18408.0,16.57,33.8
36,3103,19572.0,17.61,13.8
36,3274,229639.0,206.68,455.1
36,3275,229648.0,206.68,455.8
36,3276,229945.0,206.95,456.5
37,2366,12736.0,11.46,169.7
37,2780,25367.0,22.83,133.3
37,2781,25378.0,22.84,134.0
37,2782,25388.0,22.85,134.7
37,2804,25774.0,23.2,150.0
37,2805,25783.0,23.2,150.7
37,2806,25787.0,23.21,151.4
37,2832,26295.0,23.67,37.8
37,2919,30021.0,27.02,150.5
37,2920,30025.0,27.02,173.6
37,2921,30038.0,27.03,196.7
37,2922,30044.0,27.04,219.8
37,2943,30625.0,27.56,402.3
37,2944,30628.0,27.57,425.4
37,2945,30644.0,27.58,448.5
37,2946,30645.0,27.58,460.8
37,2947,30652.0,27.59,438.6
37,2950,47064.0,42.36,372.2
37,2951,47070.0,42.36,351.2
37,3071,18400.0,16.56,29.8
37,3104,19933.0,17.94,15.8
37,3273,229633.0,206.67,461.0
38,2364,12699.0,11.43,236.6
38,2365,12718.0,11.45,211.1
38,2776,25240.0,22.72,160.6
38,2777,25251.0,22.73,161.2
38,2778,25254.0,22.73,161.9
38,2779,25258.0,22.73,162.6
38,2832,26301.0,23.67,17.6
38,2913,29915.0,26.92,30.9
38,2914,29964.0,26.97,54.0
38,2915,29969.0,26.97,77.1
38,2916,29975.0,26.98,100.2
38,2917,29978.0,26.98,123.4
38,2918,29981.0,26.98,146.5
38,2948,30658.0,27.59,436.6
38,2949,47061.0,42.35,414.6
38,3070,18386.0,16.55,25.8
38,3105,20053.0,18.05,17.8
38,3272,229626.0,206.66,457.0
39,2363,12691.0,11.42,277.8
39,2774,25191.0,22.67,169.3
39,2775,25208.0,22.69,189.8
39,2833,26304.0,23.67,19.6
39,2911,29809.0,26.83,3.8
39,2912,29909.0,26.92,26.9
39,2948,16392.0,14.75,457.0
39,3069,18376.0,16.54,21.8
39,3105,20061.0,18.05,2.4
39,3272,229612.0,206.65,476.1
40,2363,12653.0,11.39,294.9
40,2773,25186.0,22.67,165.3
40,2833,26311.0,23.68,0.6
40,2903,29738.0,26.76,153.1
40,2904,29763.0,26.79,138.9
40,2905,29765.0,26.79,115.7
40,2906,29767.0,26.79,92.6
40,2907,29779.0,26.8,69.5
40,2908,29796.0,26.82,46.4
40,2909,29799.0,26.82,23.3
40,2910,29804.0,26.82,0.2
40,2947,16387.0,14.75,499.5
40,3068,18367.0,16.53,17.8
40,3106,20070.0,18.06,0.4
40,3271,229597.0,206.64,472.0
41,2362,12649.0,11.38,337.0
41,2771,24943.0,22.45,138.3
41,2772,24974.0,22.48,161.4
41,2834,26412.0,23.77,1.4
41,2901,28574.0,25.72,124.5
41,2902,28587.0,25.73,123.8
41,2940,16313.0,14.68,429.0
41,2941,16318.0,14.69,446.1
41,2946,16381.0,14.74,541.9
41,3068,17671.0,15.9,36.9
41,3107,20125.0,18.11,1.5
41,3270,229578.0,206.62,468.0
42,2362,12313.0,11.08,356.3
42,2770,24937.0,22.44,134.3
42,2835,26449.0,23.8,3.5
42,2897,28549.0,25.69,97.3
42,2898,28558.0,25.7,96.6
42,2899,28564.0,25.71,95.9
42,2900,28569.0,25.71,95.2
42,2938,16306.0,14.68,426.7
42,2939,16308.0,14.68,439.7
42,2942,16320.0,14.69,488.0
42,2945,16372.0,14.73,547.0
42,3068,17664.0,15.9,56.1
42,3108,20134.0,18.12,3.5
42,3270,229573.0,206.62,487.1
43,2362,12297.0,11.07,377.0
43,2769,24926.0,22.43,130.3
43,2836,26456.0,23.81,5.5
43,2895,28532.0,25.68,68.7
43,2896,28544.0,25.69,68.0
43,2937,16298.0,14.67,443.6
43,2943,16327.0,14.69,530.1
43,2944,16366.0,14.73,548.9
43,3069,17649.0,15.88,98.3
43,3109,20136.0,18.12,5.5
43,3269,229564.0,206.61,466.8
44,2363,12290.0,11.06,379.7
44,2767,24894.0,22.4,103.2
44,2768,24903.0,22.41,126.4
44,2837,26462.0,23.82,7.5
44,2893,28515.0,25.66,40.1
44,2894,28523.0,25.67,39.4
44,2936,16283.0,14.65,463.8
44,3069,17645.0,15.88,117.4
44,3110,20138.0,18.12,7.5
44,3268,229555.0,206.6,436.1
45,2363,12279.0,11.05,403.7
45,2751,24705.0,22.23,108.8
45,2752,24709.0,22.24,108.2
45,2753,24712.0,22.24,107.5
45,2754,24727.0,22.25,106.8
45,2755,24733.0,22.26,106.1
45,2766,24890.0,22.4,99.3
45,2838,26540.0,23.89,9.5
45,2888,28466.0,25.62,13.6
45,2889,28467.0,25.62,12.9
45,2890,28470.0,25.62,12.2
45,2891,28472.0,25.62,11.5
45,2892,28501.0,25.65,10.8
45,2936,16268.0,14.64,492.9
45,3069,17635.0,15.87,136.5
45,3111,20140.0,18.13,9.5
45,3112,20179.0,18.16,31.6
45,3266,229539.0,206.59,375.3
45,3267,229546.0,206.59,405.3
46,2363,12267.0,11.04,428.4
46,2750,21499.0,19.35,79.5
46,2756,24762.0,22.29,75.4
46,2764,24858.0,22.37,72.2
46,2765,24876.0,22.39,95.3
46,2839,26546.0,23.89,11.5
46,2887,28446.0,25.6,15.7
46,2935,16263.0,14.64,516.5
46,3059,17484.0,15.74,75.6
46,3060,17488.0,15.74,52.4
46,3069,17628.0,15.87,155.7
46,3113,20254.0,18.23,33.6
46,3256,229280.0,206.35,74.7
46,3257,229300.0,206.37,104.7
46,3258,229303.0,206.37,134.7
46,3262,229319.0,206.39,254.7
46,3263,229333.0,206.4,284.6
46,3264,229489.0,206.54,314.6
46,3265,229492.0,206.54,344.6
47,1757,30361.0,27.32,133.9
47,1758,30339.0,27.31,111.7
47,2363,12252.0,11.03,453.8
47,2749,21496.0,19.35,50.2
47,2757,24771.0,22.29,44.7
47,2758,24778.0,22.3,44.0
47,2763,24850.0,22.36,68.2
47,2840,26549.0,23.89,12.8
47,2885,28427.0,25.58,44.3
47,2886,28438.0,25.59,45.0
47,2934,16250.0,14.62,542.3
47,3058,17461.0,15.71,79.6
47,3061,17491.0,15.74,10.2
47,3062,17567.0,15.81,12.9
47,3063,17577.0,15.82,36.0
47,3064,17583.0,15.82,59.2
47,3065,17585.0,15.83,82.3
47,3066,17588.0,15.83,105.4
47,3067,17603.0,15.84,128.5
47,3068,17616.0,15.85,151.6
47,3114,20258.0,18.23,35.6
47,3115,20265.0,18.24,57.8
47,3256,229244.0,206.32,74.0
47,3259,229311.0,206.38,163.9
47,3260,229314.0,206.38,193.9
47,3261,229316.0,206.38,223.9
48,1759,30334.0,27.3,109.5
48,2363,12222.0,11.0,479.7
48,2747,21473.0,19.33,21.6
48,2748,21493.0,19.34,20.9
48,2759,24789.0,22.31,5.0
48,2760,24813.0,22.33,18.1
48,2761,24820.0,22.34,41.2
48,2762,24838.0,22.35,64.3
48,2840,26579.0,23.92,42.8
48,2863,28259.0,25.43,58.9
48,2864,28271.0,25.44,59.6
48,2865,28278.0,25.45,60.3
48,2866,28281.0,25.45,61.0
48,2884,28421.0,25.58,73.5
48,2933,16219.0,14.6,570.1
48,3057,17458.0,15.71,83.6
48,3116,20283.0,18.25,59.8
48,3117,20288.0,18.26,81.9
48,3255,229243.0,206.32,43.3
48,3632,108391.0,97.55,158.1
48,3633,108405.0,97.56,158.8
48,3634,108411.0,97.57,159.6
48,3635,108414.0,97.57,160.4
48,3636,108415.0,97.57,161.1
48,3637,108505.0,97.65,161.9
49,1760,30329.0,27.3,107.4
49,1761,30319.0,27.29,85.1
49,2363,12193.0,10.97,506.1
49,2746,21471.0,19.32,7.7
49,2841,27945.0,25.15,73.5
49,2846,27961.0,25.16,77.0
49,2847,27963.0,25.17,77.7
49,2848,27964.0,25.17,78.4
49,2849,28115.0,25.3,79.1
49,2850,28133.0,25.32,79.8
49,2851,28136.0,25.32,80.5
49,2852,28137.0,25.32,81.2
49,2853,28177.0,25.36,81.9
49,2854,28183.0,25.36,82.6
49,2855,28189.0,25.37,83.3
49,2856,28191.0,25.37,84.0
49,2861,28237.0,25.41,87.5
49,2862,28251.0,25.43,88.2
49,2867,28284.0,25.46,91.7
49,2868,28302.0,25.47,92.4
49,2869,28308.0,25.48,93.1
49,2870,28314.0,25.48,93.8
49,2871,28320.0,25.49,94.5
49,2872,28322.0,25.49,95.2
49,2882,28390.0,25.55,102.1
49,2883,28400.0,25.56,102.8
49,2931,16202.0,14.58,598.6
49,2932,16211.0,14.59,599.3
49,3057,17452.0,15.71,64.4
49,3118,20310.0,18.28,83.9
49,3119,20316.0,18.28,106.1
49,3120,20578.0,18.52,128.3
49,3254,229239.0,206.32,12.5
49,3630,108386.0,97.55,167.1
49,3631,108388.0,97.55,187.3
49,3638,108521.0,97.67,192.6
49,3639,108535.0,97.68,181.0
49,3640,108543.0,97.69,158.8
49,3641,108547.0,97.69,136.7
49,3642,108565.0,97.71,114.5
50,1762,30314.0,27.28,83.0
50,2363,12190.0,10.97,532.8
50,2745,21468.0,19.32,37.0
50,2842,27954.0,25.16,104.2
50,2843,27955.0,25.16,104.9
50,2844,27957.0,25.16,105.6
50,2845,27958.0,25.16,106.3
50,2857,28196.0,25.38,114.7
50,2858,28204.0,25.38,115.4
50,2859,28215.0,25.39,116.1
50,2860,28223.0,25.4,116.8
50,2873,28328.0,25.5,125.8
50,2874,28344.0,25.51,126.5
50,2875,28347.0,25.51,127.2
50,2881,28383.0,25.54,131.4
50,2929,16173.0,14.56,627.2
50,2930,16198.0,14.58,627.9
50,3057,17445.0,15.7,45.3
50,3121,20581.0,18.52,130.3
50,3254,229215.0,206.29,11.8
50,3504,25441.0,22.9,4.0
50,3505,25463.0,22.92,19.1
50,3506,25608.0,23.05,42.3
50,3507,25614.0,23.05,65.4
50,3508,25624.0,23.06,88.6
50,3509,25627.0,23.06,111.7
50,3510,25633.0,23.07,125.7
50,3511,25639.0,23.08,126.5
50,3512,25648.0,23.08,127.2
50,3513,25656.0,23.09,128.0
50,3514,25690.0,23.12,128.8
50,3515,25705.0,23.13,129.5
50,3516,25708.0,23.14,130.3
50,3517,25711.0,23.14,131.0
50,3518,25714.0,23.14,131.8
50,3519,25951.0,23.36,132.5
50,3520,25957.0,23.36,111.3
50,3625,103019.0,92.72,70.4
50,3626,103068.0,92.76,93.6
50,3627,103077.0,92.77,116.7
50,3628,103091.0,92.78,139.9
50,3629,103094.0,92.78,163.0
50,3643,110972.0,99.87,112.6
50,3644,110981.0,99.88,90.5
50,3645,110994.0,99.89,68.3
50,3646,111002.0,99.9,46.2
50,3647,111008.0,99.91,24.0
50,3648,111014.0,99.91,1.9
50,3649,111022.0,99.92,20.3
50,3650,111023.0,99.92,42.4
50,3651,111072.0,99.96,64.6
50,3652,111341.0,100.21,86.7
51,1577,37776.0,34.0,572.4
51,1578,38045.0,34.24,549.3
51,1763,30295.0,27.27,80.8
51,1764,30289.0,27.26,58.6
51,1765,30260.0,27.23,36.3
51,2363,12160.0,10.94,559.9
51,2744,21458.0,19.31,66.3
51,2876,28355.0,25.52,157.9
51,2877,28364.0,25.53,158.6
51,2878,28372.0,25.53,159.3
51,2879,28378.0,25.54,160.0
51,2880,28382.0,25.54,160.7
51,2927,16163.0,14.55,603.1
51,2928,16165.0,14.55,626.2
51,3057,17423.0,15.68,26.2
51,3122,20586.0,18.53,129.7
51,3159,21398.0,19.26,102.9
51,3160,21403.0,19.26,102.2
51,3161,22163.0,19.95,101.5
51,3162,22172.0,19.95,100.8
51,3163,22210.0,19.99,100.1
51,3164,22218.0,20.0,99.3
51,3165,22226.0,20.0,98.6
51,3166,22232.0,20.01,97.9
51,3167,22241.0,20.02,97.2
51,3168,22243.0,20.02,96.4
51,3253,229211.0,206.29,18.9
51,3494,25152.0,22.64,216.3
51,3495,25158.0,22.64,193.2
51,3496,25172.0,22.65,170.1
51,3497,25173.0,22.66,146.9
51,3503,25428.0,22.89,8.1
51,3521,25985.0,23.39,109.4
51,3623,102028.0,91.83,43.2
51,3624,103011.0,92.71,66.4
51,3653,111346.0,100.21,88.6
51,3654,111352.0,100.22,110.8
51,3655,111365.0,100.23,132.9
51,3656,111400.0,100.26,155.1
51,3657,111413.0,100.27,177.2
52,1514,13766.0,12.39,799.8
52,1577,37775.0,34.0,553.1
52,1766,30257.0,27.23,34.2
52,1767,30218.0,27.2,11.9
52,2364,12153.0,10.94,575.9
52,2742,21444.0,19.3,94.9
52,2743,21448.0,19.3,95.6
52,2925,16096.0,14.49,576.0
52,2926,16106.0,14.5,599.1
52,3056,17406.0,15.67,30.2
52,3123,20862.0,18.78,99.0
52,3124,20889.0,18.8,98.2
52,3127,20897.0,18.81,96.1
52,3128,20962.0,18.87,95.3
52,3155,21376.0,19.24,75.8
52,3156,21380.0,19.24,75.1
52,3157,21388.0,19.25,74.4
52,3158,21391.0,19.25,73.7
52,3169,22248.0,20.02,65.7
52,3170,22257.0,20.03,65.0
52,3254,229172.0,206.25,10.3
52,3493,25066.0,22.56,220.4
52,3498,25209.0,22.69,104.7
52,3499,25210.0,22.69,81.5
52,3502,25416.0,22.87,12.1
52,3522,25999.0,23.4,107.5
52,3610,92807.0,83.53,200.9
52,3611,92812.0,83.53,200.1
52,3612,92814.0,83.53,192.3
52,3613,92826.0,83.54,169.2
52,3614,92829.0,83.55,146.0
52,3615,92833.0,83.55,122.9
52,3616,92840.0,83.56,99.7
52,3622,102019.0,91.82,39.2
52,3658,111425.0,100.28,179.2
53,1577,37774.0,34.0,533.9
53,1768,30151.0,27.14,9.8
53,1782,27791.0,25.01,35.9
53,1783,27777.0,25.0,35.3
53,1784,27770.0,24.99,34.7
53,1785,27489.0,24.74,34.1
53,1786,27471.0,24.72,33.5
53,1787,27470.0,24.72,32.9
53,1788,27469.0,24.72,32.3
53,1789,27468.0,24.72,31.7
53,1790,27467.0,24.72,31.1
53,1791,27466.0,24.72,30.4
53,1792,27465.0,24.72,29.8
53,1793,27464.0,24.72,29.2
53,1794,27463.0,24.72,28.6
53,1795,27462.0,24.72,28.0
53,1796,27461.0,24.71,27.4
53,1797,27460.0,24.71,26.8
53,1798,27459.0,24.71,26.2
53,1799,27458.0,24.71,25.6
53,1800,27455.0,24.71,25.0
53,1801,27447.0,24.7,24.3
53,1802,27363.0,24.63,23.7
53,1803,27361.0,24.62,23.1
53,1804,27357.0,24.62,22.5
53,1805,27354.0,24.62,21.9
53,2364,11880.0,10.69,604.1
53,2741,21436.0,19.29,124.2
53,2924,16092.0,14.48,572.0
53,3055,17385.0,15.65,34.2
53,3125,20894.0,18.8,67.5
53,3126,20896.0,18.81,66.8
53,3129,20963.0,18.87,64.6
53,3151,21328.0,19.2,48.7
53,3152,21334.0,19.2,48.0
53,3153,21335.0,19.2,47.3
53,3154,21373.0,19.24,46.6
53,3171,22259.0,20.03,34.3
53,3172,22271.0,20.04,33.6
53,3251,228981.0,206.08,45.1
53,3252,228983.0,206.08,21.9
53,3253,229004.0,206.1,1.2
53,3492,25054.0,22.55,224.4
53,3500,25212.0,22.69,39.3
53,3501,25386.0,22.85,16.2
53,3502,25406.0,22.87,7.0
53,3523,26008.0,23.41,105.5
53,3608,92577.0,83.32,172.4
53,3609,92581.0,83.32,171.6
53,3617,93144.0,83.83,57.5
53,3618,93146.0,83.83,34.4
53,3621,102009.0,91.81,35.1
53,3659,111446.0,100.3,181.1
54,1578,37764.0,33.99,491.7
54,1769,30135.0,27.12,7.7
54,1770,30127.0,27.11,13.3
54,1771,30113.0,27.1,12.7
54,1772,30084.0,27.08,12.1
54,1773,27817.0,25.04,11.4
54,1774,27816.0,25.03,10.8
54,1775,27815.0,25.03,10.2
54,1776,27814.0,25.03,9.6
54,1777,27813.0,25.03,9.0
54,1778,27812.0,25.03,8.4
54,1779,27807.0,25.03,7.8
54,1780,27803.0,25.02,7.2
54,1781,27799.0,25.02,6.6
54,1806,27290.0,24.56,8.7
54,1807,27289.0,24.56,9.3
54,1808,27285.0,24.56,9.9
54,1809,27284.0,24.56,10.5
54,2364,11867.0,10.68,632.4
54,2739,21424.0,19.28,152.8
54,2740,21429.0,19.29,153.5
54,2923,16084.0,14.48,568.0
54,3047,17254.0,15.53,93.4
54,3048,17264.0,15.54,92.7
54,3049,17271.0,15.54,92.0
54,3050,17346.0,15.61,91.3
54,3051,17352.0,15.62,90.6
54,3052,17358.0,15.62,84.5
54,3053,17375.0,15.64,61.3
54,3054,17382.0,15.64,38.2
54,3129,21053.0,18.95,34.6
54,3149,21315.0,19.18,20.2
54,3150,21324.0,19.19,19.5
54,3173,22281.0,20.05,2.9
54,3250,228973.0,206.08,49.1
54,3491,24530.0,22.08,228.5
54,3524,26017.0,23.42,103.6
54,3607,92569.0,83.31,143.2
54,3619,93149.0,83.83,7.9
54,3620,102002.0,91.8,31.0
54,3659,111453.0,100.31,160.8
55,1578,37736.0,33.96,472.5
55,1810,27278.0,24.55,41.1
55,1811,27272.0,24.54,41.7
55,2364,11864.0,10.68,660.8
55,2737,21401.0,19.26,181.4
55,2738,21413.0,19.27,182.1
55,2921,16069.0,14.46,540.9
55,2922,16075.0,14.47,564.1
55,3046,17231.0,15.51,64.1
55,3130,21066.0,18.96,3.9
55,3131,21088.0,18.98,3.2
55,3132,21089.0,18.98,2.5
55,3148,21305.0,19.17,9.1
55,3173,22398.0,20.16,27.1
55,3248,228968.0,206.07,76.3
55,3249,228970.0,206.07,53.1
55,3490,24521.0,22.07,201.5
55,3525,26043.0,23.44,101.7
55,3596,92472.0,83.22,121.5
55,3597,92476.0,83.23,120.7
55,3598,92480.0,83.23,120.0
55,3599,92497.0,83.25,119.2
55,3600,92501.0,83.25,118.5
55,3604,92545.0,83.29,115.4
55,3605,92546.0,83.29,114.7
55,3606,92554.0,83.3,113.9
55,3660,111516.0,100.36,162.8
56,1326,1.298261e+06,1168.43,81.6
56,1578,37735.0,33.96,453.3
56,1812,27269.0,24.54,72.4
56,1813,27268.0,24.54,73.0
56,1814,27267.0,24.54,73.6
56,2364,11843.0,10.66,689.4
56,2729,21314.0,19.18,60.7
56,2730,21329.0,19.2,83.8
56,2731,21343.0,19.21,106.9
56,2732,21357.0,19.22,130.0
56,2733,21364.0,19.23,153.1
56,2734,21368.0,19.23,176.2
56,2735,21384.0,19.25,199.3
56,2736,21398.0,19.26,210.7
56,2885,14349.0,12.91,314.2
56,2886,14359.0,12.92,314.9
56,2887,14363.0,12.93,315.6
56,2888,14364.0,12.93,316.3
56,2889,14365.0,12.93,317.0
56,2890,14373.0,12.94,317.7
56,2919,16051.0,14.45,513.9
56,2920,16055.0,14.45,537.0
56,3046,17201.0,15.48,34.2
56,3133,21095.0,18.99,28.2
56,3134,21098.0,18.99,29.0
56,3135,21134.0,19.02,29.7
56,3147,21289.0,19.16,38.3
56,3174,22400.0,20.16,57.8
56,3175,22403.0,20.16,58.6
56,3247,228959.0,206.06,80.3
56,3489,24488.0,22.04,172.2
56,3526,26068.0,23.46,99.7
56,3595,92464.0,83.22,92.3
56,3601,92522.0,83.27,87.7
56,3602,92528.0,83.28,87.0
56,3603,92533.0,83.28,86.2
56,3660,111584.0,100.43,142.5
57,1326,1.298251e+06,1168.43,82.2
57,1578,37734.0,33.96,434.0
57,1815,27260.0,24.53,104.2
57,2363,11823.0,10.64,727.2
57,2728,21294.0,19.16,56.7
57,2883,14329.0,12.9,342.8
57,2884,14335.0,12.9,343.5
57,2891,14384.0,12.95,348.4
57,2892,14387.0,12.95,349.1
57,2918,16033.0,14.43,511.7
57,3045,17193.0,15.47,4.9
57,3136,21168.0,19.05,60.4
57,3137,21184.0,19.07,61.1
57,3138,21187.0,19.07,61.8
57,3144,21222.0,19.1,66.2
57,3145,21227.0,19.1,66.9
57,3146,21236.0,19.11,67.6
57,3176,22444.0,20.2,89.3
57,3177,22459.0,20.21,90.0
57,3178,22463.0,20.22,90.7
57,3179,22466.0,20.22,91.4
57,3180,22476.0,20.23,92.2
57,3181,22732.0,20.46,92.9
57,3182,22733.0,20.46,93.6
57,3183,22734.0,20.46,94.3
57,3184,22735.0,20.46,95.1
57,3246,228927.0,206.03,84.3
57,3488,24434.0,21.99,143.0
57,3527,26080.0,23.47,97.8
57,3594,92427.0,83.18,63.0
57,3660,111590.0,100.43,122.3
58,1228,25116.0,22.6,1.3
58,1326,1.298215e+06,1168.39,82.8
58,1578,37733.0,33.96,414.8
58,1816,27259.0,24.53,134.8
58,1817,27130.0,24.42,135.4
58,1818,27129.0,24.42,136.0
58,1819,27128.0,24.42,136.6
